Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Packets/s,Flow Bytes/s,Avg Packet Size,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Fwd Packets Length Total,Bwd Packets Length Total,Flow IAT Mean,Flow IAT Std,Idle Mean,Protocol
7234855923,0,0,1.2928e-05,5105198.01980198,66,0,0,0,0,1,0,0,0,0,0.0007685209399500001,0.002507549327806,0.0007685209399500001,TCP
7234869542,0,0,1.3619000000000003e-05,4846170.790806961,66,0,0,0,0,1,0,0,0,0,0.0007684406801160001,0.002507428248909,0.0007684406801160001,TCP
7234902110,0,0,3.2568000000000004e-05,2026529.1083271925,66,0,0,0,0,1,0,0,0,0,0.0007683625895790001,0.002507306547511,0.0007683625895790001,TCP
7234914411,0,0,1.2301000000000001e-05,5365417.4457361195,66,0,0,0,0,1,0,0,0,0,0.000768282262334,0.002507185533856,0.000768282262334,TCP
7234926204,0,0,1.1793e-05,5596540.3205291275,66,0,0,0,0,1,0,0,0,0,0.000768201977463,0.002507064529852,0.000768201977463,TCP
7234959121,0,0,3.2917000000000003e-05,2005042.9869064619,66,0,0,0,0,1,0,0,0,0,0.0007681239118290001,0.002506942888177,0.0007681239118290001,TCP
7234971502,0,0,1.2381e-05,5330748.727889508,66,0,0,0,0,1,0,0,0,0,0.0007680436355040001,0.00250682192648,0.0007680436355040001,TCP
7234983748,0,0,1.2246e-05,5389514.943655072,66,0,0,0,0,1,0,0,0,0,0.0007679635027560001,0.002506700943922,0.0007679635027560001,TCP
7235010410,0,0,2.6662e-05,2475433.200810142,66,0,0,0,0,1,0,0,0,0,0.0007678847534590001,0.0025065795706990003,0.0007678847534590001,TCP
7235022207,0,0,1.1797e-05,5594642.705772654,66,0,0,0,0,1,0,0,0,0,0.000767804528072,0.0025064586608910004,0.000767804528072,TCP
7244307959,0,0,0.009285752000000001,7107.663439643877,66,0,0,0,0,1,0,0,0,0,0.0007687084288260001,0.0025078611051880004,0.0007687084288260001,TCP
7244860178,0,0,0.0005522190000000001,119517.80000325959,66,0,0,0,0,1,0,0,0,0,0.000768685429418,0.0025077290525650003,0.000768685429418,TCP
7244922832,0,0,6.2654e-05,1053404.4115299901,66,0,0,0,0,1,0,0,0,0,0.000768610557476,0.002507606562042,0.000768610557476,TCP
7244941054,0,0,1.8222000000000003e-05,3621995.3901876854,66,0,0,0,0,1,0,0,0,0,0.0007685309467050001,0.0025074854697340002,0.0007685309467050001,TCP
7245032423,0,0,9.136900000000001e-05,722345.6533397542,66,0,0,0,0,1,0,0,0,0,0.0007684590657680001,0.0025073621984640004,0.0007684590657680001,TCP
7245112306,0,0,7.988300000000001e-05,826208.3296821602,66,0,0,0,0,1,0,0,0,0,0.0007683860622230001,0.0025072392551470004,0.0007683860622230001,TCP
7245173455,0,0,6.114900000000001e-05,1079330.8148947654,66,0,0,0,0,1,0,0,0,0,0.0007683110515230001,0.002507116892662,0.0007683110515230001,TCP
7245226590,0,0,5.3135000000000005e-05,1242119.1305166087,66,0,0,0,0,1,0,0,0,0,0.00076823529832,0.002506994762934,0.00076823529832,TCP
7245273558,0,0,4.6968e-05,1405212.0592743997,66,0,0,0,0,1,0,0,0,0,0.000768158727019,0.0025068728898500004,0.000768158727019,TCP
7245318675,0,0,4.511700000000001e-05,1462863.222288716,66,0,0,0,0,1,0,0,0,0,0.000768082171953,0.002506751034345,0.000768082171953,TCP
7245372604,0,0,5.3929000000000005e-05,1223831.3337907249,66,0,0,0,0,1,0,0,0,0,0.000768006366012,0.002506628986327,0.000768006366012,TCP
7245418487,0,0,4.588300000000001e-05,1438441.2527515637,66,0,0,0,0,1,0,0,0,0,0.0007679298433220001,0.002506507166,0.0007679298433220001,TCP
7245463271,0,0,4.4784000000000004e-05,1473740.6216505896,66,0,0,0,0,1,0,0,0,0,0.000767853235784,0.002506385392365,0.000767853235784,TCP
